cik,name,adsh,fy,fp,form,Cash From Ops,Net Income,Revenue,Shareholder Equity,Total Assets,ROE,ROA,ROI
-1.8948749548182737,"air products & chemicals, inc.",0000002969-25-000013,2.0411504282617026,Q1,10-Q,-0.11320762113510133,0.15323505319894057,-0.10175053363806963,1.7553892487916294,0.28917069040780663,0.1053930346533133,0.21057769521912711,0.21057769521912711
-1.8944928137613195,ceco environmental corp,0000950170-25-026562,-0.4130265226899227,FY,10-K,-0.3841912529696747,-0.3501320668402997,-0.46763954945856523,-0.3902025072668903,-0.3244729341592121,0.116560499398564,0.2504984785151213,0.2504984785151213
-1.8940637431008795,"matson, inc.",0001558370-25-001875,-0.4130265226899227,FY,10-K,0.1797238550209822,0.539849794237015,-0.28867037031929016,-0.20700630468392064,-0.2663066902103955,0.27741009388691523,0.8916555895588677,0.8916555895588677
-1.8939866444665818,alexanders inc,0000003499-25-000004,-0.4130265226899227,FY,10-K,-0.35109857574702097,-0.31593120495986377,-0.4426866977684725,-0.38765571261335674,-0.3118237159807122,0.16034320989530304,0.2858036878884683,0.2858036878884683
-1.893909545832284,"alico, inc.",0000003545-25-000030,2.0411504282617026,Q1,10-Q,-0.4036283209164455,-0.3284217696356803,-0.4664945814945754,-0.3878383014208646,-0.32764664976482355,0.14401306852988643,0.4811849141918632,0.4811849141918632
-1.8938676444006004,cheniere energy inc,0000003570-25-000033,-0.4130265226899227,FY,10-K,4.379225449732813,0.8494987762254947,3.6147360930274313,0.22617606479257119,0.34429961615884325,0.1757795568265429,0.26262434212077806,0.26262434212077806
-1.8929340805026902,skyworks solutions inc,0000004127-25-000010,2.0411504282617026,Q1,10-Q,-0.04588740121576584,-0.16823518901925597,-0.3210836500678664,0.35675898328093064,-0.20350531186368848,0.1060389219309916,0.24730139774024573,0.24730139774024573
-1.8923977421771405,hess corp,0001628280-25-008716,-0.4130265226899227,FY,10-K,1.392713468280971,1.4175996275528897,0.915176426250758,0.7274653363143265,0.04406157276291085,0.1617959575836641,0.4213842640259746,0.4213842640259746
-1.892380981604467,u-haul holding co /nv/,0000950170-25-014444,-0.4130265226899227,Q3,10-Q,0.1652624912585394,-0.2805592729113473,-0.3042280118191098,0.4959025077828346,-0.03473220090553771,0.09912967162133128,0.18075109977223136,0.18075109977223136
-1.8916317840059644,american electric power co inc,0000004904-25-000027,-0.4130265226899227,FY,10-K,2.002817147118374,-0.12018474276177421,1.9307477440702219,-0.4167919065968712,1.1883481258011497,3.463886263996216,0.17417024884869564,0.17417024884869564
-1.8915094318254484,aflac inc,0000004977-25-000047,-0.4130265226899227,FY,10-K,1.3632069659562454,3.3923454011789542,1.8697438509488435,1.754686984147368,1.6613226301597324,0.1692666360484741,0.26764435279178517,0.26764435279178517
-1.8910149949315822,"american international group, inc.",0000005272-25-000012,-0.4130265226899227,FY,10-K,1.478963244307092,8.33261163674907,3.1955862207700325,5.3707114796889135,8.157353487592244,0.1595842447847484,0.22103430011577826,0.22103430011577826
-1.8906110651301524,unum group,0000005513-25-000015,-0.4130265226899227,FY,10-K,0.24636315565590095,0.8318094083997316,0.9957943839072583,-0.11243040977404693,0.6620175628416898,0.26207375857271625,0.23065869381676174,0.23065869381676174
-1.8873963872913881,armstrong world industries inc,0000950170-25-026060,-0.4130265226899227,FY,10-K,-0.31485051856038,-0.19238797970443264,-0.4642687637725792,-0.35354978326912656,-0.3075927669523753,0.20668294623491104,0.5210974735931186,0.5210974735931186
-1.8872204012783171,"arrow electronics, inc.",0001558370-25-000781,-0.4130265226899227,FY,10-K,-0.41266548165922456,0.8485496736056125,4.0661798019754025,0.3213602485688559,0.008150275002418361,0.1653749063612645,0.3579706412691558,0.3579706412691558
-1.8870745842960581,arts way manufacturing co inc,0001437749-25-004172,-0.4130265226899227,FY,10-K,-0.3976753586514455,-0.3647173171567536,-0.4641245335931819,-0.4184836446321227,-0.33354020314794264,0.10201653977398054,0.19751556368809614,0.19751556368809614
-1.8867963587896792,associated banc-corp,0000007789-25-000013,-0.4130265226899227,FY,10-K,-0.013354893591092223,-0.053575768394013394,-0.42135536448224015,0.09400385757200817,-0.1438262265283441,0.12115856867174578,0.25433776475425607,0.25433776475425607
-1.8830101454227508,barnwell industries inc,0000010048-25-000009,2.0411504282617026,Q1,10-Q,-0.39702612753474076,-0.3655090600930701,-0.4670710346988455,-0.4182424022984726,-0.333441532132639,0.08063566645070082,0.10197632447835138,0.10197632447835138
-1.8805027637508052,berkley w r corp,0000011544-25-000005,-0.4130265226899227,FY,10-K,0.7683576948745358,0.8095803364656067,0.8959408423258126,0.5320354282593643,0.251814757837114,0.14808436584477738,0.2742698919130115,0.2742698919130115
-1.8796714393462028,flanigans enterprises inc,0001174947-25-000152,2.0411504282617026,Q1,10-Q,-0.3960841891912976,-0.36485166195223767,-0.4623097999173902,-0.4120910747526672,-0.3316873540882281,0.0956871662423562,0.16769304059783524,0.16769304059783524
-1.8759304795254927,bristol myers squibb co,0000014272-25-000039,-0.4130265226899227,FY,10-K,5.5336106099140006,5.0158551694184705,5.169572055646587,5.244303843721889,1.1643372696378063,0.135912797012618,0.3603536138652376,0.3603536138652376
-1.8748276338435808,brunswick corp,0000014930-25-000025,-0.4130265226899227,FY,10-K,-0.13159244181435342,0.2108105436702948,0.3641506705249621,-0.17549377482870687,-0.23582628598310587,0.19618847495889524,0.4839744485755602,0.4839744485755602
-1.8736795346154507,mastec inc,0000015615-25-000021,-0.4130265226899227,FY,10-K,-0.23772642278401218,-0.3365784391941849,0.7263682168058884,-0.07437379491016456,-0.18760303991288393,0.09869875274234982,0.17596527297645553,0.17596527297645553
-1.8729672102768298,cabot corp,0000950170-25-015513,2.0411504282617026,Q1,10-Q,-0.349985953636284,-0.32242184223131687,-0.3508222846525624,-0.23795702282372538,-0.27510174873685034,0.10519977615895851,0.2046768240601117,0.2046768240601117
-1.8681301090032771,"lumen technologies, inc.",0000018926-25-000010,-0.4130265226899227,FY,10-K,1.751784904263401,-1.681441543460624,1.6667639302927255,2.0025225613312005,0.2016830029604398,0.07187517892356478,0.03204678274911969,0.03204678274911969
-1.8670272633213651,chemed corp,0001562762-25-000038,-0.4130265226899227,FY,10-K,-0.25697873463161125,-0.1526515363250596,-0.20707989214041642,-0.3403251185418411,-0.31122018539811985,0.20956397151844045,0.672904897437847,0.672904897437847
-1.866757418101323,chesapeake utilities corp,0001628280-25-008213,-0.4130265226899227,FY,10-K,-0.3255182540162423,-0.28857391725702003,-0.3846889104034297,-0.3210540829119471,-0.2818924912045553,0.1283058885124757,0.24510211170003254,0.24510211170003254
-1.8658506711196903,cincinnati financial corp,0000020286-25-000009,-0.4130265226899227,FY,10-K,0.5338472775366505,-0.7791136942714533,0.33371589541816027,-0.24676725199718466,0.18201771814206863,-0.007394035009147845,0.12187781819471237,0.12187781819471237
-1.865458473719132,"frontier communications parent, inc.",0001562762-25-000028,-0.4130265226899227,FY,10-K,0.23832830809978336,0.010104254877981635,0.2389430804788417,0.2541389660822463,-0.008116773024184435,0.1190374654897882,0.22791824777581265,0.22791824777581265
-1.864360656209022,cna financial corp,0000021175-25-000008,-0.4130265226899227,FY,10-K,0.7381230628616738,0.21506279555148788,0.9829585297189563,-0.13708628301165543,0.6849388772040474,0.18311590231497554,0.1963393473168255,0.1963393473168255
-1.864077402530841,coca cola co,0000021344-25-000011,-0.4130265226899227,FY,10-K,4.603928813590339,7.750053129025619,4.784252170165208,1.8932246457879958,1.2043921011653773,0.24561036041819756,0.4517409476258213,0.4517409476258213
-1.8623812325762896,commerce bancshares inc /mo/,0000022356-25-000016,-0.4130265226899227,FY,10-K,-0.14371961426981564,0.050414752261315754,-0.4678127296796786,-0.0439894851270767,0.1652032068501179,0.1425572257876134,0.21060746093374597,0.21060746093374597
-1.8599693861685827,"cto realty growth, inc.",0001558370-25-001229,-0.4130265226899227,FY,10-K,-0.3721852841468387,-0.3622586387550861,-0.45776900963460165,-0.36148843817681725,-0.3183422619360552,0.09714995481657591,0.1747983492707129,0.1747983492707129
-1.858383835993676,corning inc /ny,0001628280-25-005347,-0.4130265226899227,FY,10-K,0.7894189822877353,0.7542483340867698,1.2650786360460518,1.0549760295016168,0.13053214459837473,0.12771721268135,0.2962218014926305,0.2962218014926305
-1.8575608918754105,cousins properties inc,0000025232-25-000012,-0.4130265226899227,FY,10-K,-0.23188458926990613,-0.2230951914392803,-0.37472433054402376,0.15775646345389033,-0.21372096285453274,0.10570801461349554,0.2294889044068549,0.2294889044068549
-1.8572038916774662,"crane nxt, co.",0001628280-25-006754,-0.4130265226899227,FY,10-K,-0.2587427695244402,-0.1906870789519554,-0.4672609467184726,-0.3223820015120047,-0.3003973825152291,0.1717955428576544,0.44752245498358584,0.44752245498358584
-1.8561764685725848,cts corp,0000950170-25-027956,-0.4130265226899227,FY,10-K,-0.34263338720315195,-0.3142787798788322,-0.3961484825665369,-0.36071569169916834,-0.3222548663737254,0.13188179901640362,0.401075432349706,0.401075432349706
-1.8534696360858254,deere john capital corp,0001558370-25-001716,2.0411504282617026,Q1,10-Q,-0.2117139442807237,-0.2165407703896093,-0.32609097663038195,0.32997077921438345,0.5884750657575185,0.10366466978112412,0.17417583651593396,0.17417583651593396
-1.8515421702283807,"diebold nixdorf, inc",0000028823-25-000022,-0.4130265226899227,FY,10-K,-0.5737360304956263,-0.8593962097883786,-0.04516774348164397,-0.2840766572795731,-0.26839445383482785,-0.06091220567247278,-0.24405969472653258,-0.24405969472653258
-1.8512421559775263,diodes inc /del/,0000950170-25-021400,-0.4130265226899227,FY,10-K,-0.219475970176885,-0.0832046090517905,-0.4653803902694576,-0.19764179717941807,-0.2978953410892427,0.14953210697261074,0.5898378222514071,0.5898378222514071
-1.8495878874546585,omnicom group inc.,0000029989-25-000009,-0.4130265226899227,FY,10-K,0.022930841129286485,0.7546735592748892,1.2773038406535593,0.041837979898032715,0.1076328729892162,0.19915119546175858,0.30305622882749755,0.30305622882749755
-1.8485219150326282,flowserve corp,0000030625-25-000039,-0.4130265226899227,FY,10-K,-0.41581269059179876,-0.2044737300011596,-0.46782274433280363,-0.17269748469973936,-0.25849672232440996,0.123012982258019,0.2809060021022296,0.2809060021022296
-1.8484012389093794,wendy's co,0000030697-25-000003,-0.4130265226899227,FY,10-K,-0.27966787308075636,-0.21409997780980447,-0.21189889437221493,-0.3641852620952612,-0.2523217284224991,0.2112573999249857,0.2657666750211299,0.2657666750211299
-1.8452049977005558,emerson electric co,0000032604-25-000012,2.0411504282617026,Q1,10-Q,-0.20926263485682342,-0.2441804076173643,-0.2602018868626469,2.3426740181151935,0.3627210599038347,0.09705307709561924,0.1748521726588967,0.1748521726588967
-1.8441842788247438,eqt corp,0000033213-25-000011,-0.4130265226899227,FY,10-K,1.1755274533234061,1.1411734895121715,0.44786938462282105,1.4664009634540875,0.023009578340782114,0.1294157897263499,0.3944490867613111,0.3944490867613111
-1.843647940499194,espey mfg & electronics corp,0001174947-25-000162,2.0411504282617026,Q2,10-Q,-0.394954246763696,-0.3634174879512601,-0.4665644958642498,-0.41532611965722116,-0.3330341516502644,0.10946976578123314,0.2585250463547439,0.2585250463547439
-1.841554544972282,1st source corp,0000034782-25-000025,-0.4130265226899227,FY,10-K,-0.31796912888300866,-0.26243787629445486,-0.4614928729082032,-0.29355493165644597,-0.19650425004081634,0.1299657959173247,0.2059273184821389,0.2059273184821389
-1.8413517420429335,federal realty investment trust,0000034903-25-000016,-0.4130265226899227,FY,10-K,-0.16306498508628497,-0.037103395056647656,-0.33660904926982005,-0.04151329999141154,-0.20109301593287,0.13232961415609637,0.2993921565852049,0.2993921565852049
-1.8393387972648543,us bancorp de,0000036104-25-000016,-0.4130265226899227,FY,10-K,9.189239274852698,4.588929080546685,2.5001784781611667,6.64181048580177,10.11262442047409,0.12525919604492497,0.19118041638914918,0.19118041638914918
-1.8388812336308695,"first hawaiian, inc.",0001558370-25-001943,-0.4130265226899227,FY,10-K,-0.20217471905223472,-0.13899245283229117,-0.3709646832049877,-0.08066097874351434,0.05303963337538968,0.12373823441630442,0.1971339094817276,0.1971339094817276
-1.8378940359004043,first horizon corp,0000036966-25-000024,-0.4130265226899227,FY,10-K,0.6423404168537185,0.400460977571506,-0.0761521032111609,0.7287421811220742,0.9518136391507176,0.12375159997939138,0.19775233331804787,0.19775233331804787
-1.8361459081705653,ford motor credit co llc,0000038009-25-000007,-0.4130265226899227,FY,10-K,1.1843521672494473,1.3266014372953578,0.6821525462195468,1.160315726140804,1.8479302808141238,0.14107906676403315,0.2075198695052442,0.2075198695052442
-1.8357185135673928,"forward industries, inc.",0001683168-25-000993,2.0411504282617026,Q1,10-Q,-0.39759772205042104,-0.3652456075755189,-0.46694927715680096,-0.41957335200041934,-0.33369188496935276,0.05651039089114279,0.09513269792619128,0.09513269792619128
-1.834044132357317,"cullen/frost bankers, inc.",0000039263-25-000017,-0.4130265226899227,FY,10-K,-0.06963695796384267,0.12759397435534633,-0.2606780714057505,0.14695486711826772,0.46662174989363,0.13243615062253755,0.1988349801603301,0.1988349801603301
-1.8329781599352866,tegna inc,0000950170-25-029076,-0.4130265226899227,FY,10-K,-0.028977451706560402,0.17123823721353582,-0.416980060235847,-0.09815451871654277,-0.22370974668048677,0.16663512999306893,0.42947041692246113,0.42947041692246113
-1.8324552300678756,gatx corp,0000040211-25-000024,-0.4130265226899227,FY,10-K,-0.1554700113879006,-0.23235914738764754,-0.3123513610625039,-0.3223820015120047,-0.17534254568705077,0.15347329373785595,0.21081900011669505,0.21081900011669505
-1.8319155396277909,general dynamics corp,0000040533-25-000008,-0.4130265226899227,FY,10-K,1.6809692986840596,2.518082414405658,4.344950861741588,1.832574517419979,0.4782723211384431,0.15006175572332042,0.35809069503798124,0.35809069503798124
-1.831895426940583,general electric co,0000040545-25-000015,-0.4130265226899227,FY,10-K,2.288349300383796,-0.07919303462707296,3.090920882621842,3.0790304187433044,2.3946535394475266,0.09868052592077385,0.17112775771556551,0.17112775771556551
-1.8318535255088992,gee group inc.,0001477932-25-000956,2.0411504282617026,Q1,10-Q,-0.3980674800937088,-0.3662668113782987,-0.4640817828709399,-0.4059513664946123,-0.332414465792149,0.09111542376907217,0.11791145245393078,0.11791145245393078
-1.8315870324033916,ally financial inc.,0000040729-25-000006,-0.4130265226899227,FY,10-K,2.4381515429554796,1.0927275838297388,0.5614881890545381,1.7571129892820887,2.6863421435669372,0.12388965892103952,0.19163731644422904,0.19163731644422904
-1.822960365648376,enviri corp,0000045876-25-000018,-0.4130265226899227,FY,10-K,-0.3293191454618566,-0.5180841098421589,-0.20719982371808449,-0.35310914412597283,-0.2889776933653532,-0.0031260652178729596,-0.019467315885410282,-0.019467315885410282
-1.8217150550987398,heico corp,0000046619-25-000015,2.0411504282617026,Q1,10-Q,-0.3469663035829905,-0.26739940378943095,-0.3583500062948494,0.0444653434589352,-0.21437676625185442,0.10418582316880992,0.20972718994850215,0.20972718994850215
-1.8214703507377077,"helmerich & payne, inc.",0000046765-25-000008,2.0411504282617026,Q1,10-Q,-0.31830141749380403,-0.2840044473854899,-0.3851228379955423,-0.06597330523551154,-0.2428894453907047,0.10498462613603318,0.2136975756751893,0.2136975756751893
-1.8207127728528685,hp inc,0000047217-25-000025,2.0411504282617026,Q1,10-Q,-0.34272281460250537,0.16403577297717098,1.1424602002225004,-0.5564021178760069,0.29443575945765715,-0.07099994991373182,0.21113238128575362,0.21113238128575362
-1.8161522210284275,imperial oil ltd,0000049938-25-000015,-0.4130265226899227,FY,10-K,4.360613655958756,5.877361400548187,6.819669352869697,-0.5701920417996823,0.35135329718256647,-1.6858953352392376,0.6598143099661826,0.6598143099661826
-1.8155588967557879,ieh corp,0001213900-25-012199,2.0411504282617026,Q3,10-Q,-0.399162891742559,-0.3660634703942408,-0.4671989343986335,-0.4168025593131022,-0.33350066254235755,0.0797231087901194,0.022113462670626347,0.022113462670626347
-1.815222009245052,ingles markets inc,0000050493-25-000005,2.0411504282617026,Q1,10-Q,-0.3905953083724842,-0.3280402567464493,-0.28694078720873334,-0.23361930776701753,-0.29412334241461036,0.10367319083010434,0.21576565211721233,0.21576565211721233
-1.8141325720212789,international business machines corp,0000051143-25-000015,-0.4130265226899227,FY,10-K,4.33927818504703,1.0289438056118425,6.924701080766365,2.457206997370164,-0.10938747915049611,0.11595273133417419,0.5023541918482303,0.5023541918482303
-1.81329286733034,"interpublic group of companies, inc.",0000051644-25-000024,-0.4130265226899227,FY,10-K,-0.10617145519612829,0.43277809186857336,0.8667885534685956,0.08350142597484085,-0.030564168192760702,0.16312753518417486,0.3081582632388115,0.3081582632388115
-1.8075557233042239,kellanova,0001628280-25-007118,-0.4130265226899227,FY,10-K,0.35181485550257413,0.4514880001458229,1.0774870848259572,-0.28928618409518375,-0.08797451889990782,0.36319292180553436,0.3455995808757067,0.3455995808757067
-1.8074417514100445,kelly services inc,0000055135-25-000007,-0.4130265226899227,FY,10-K,-0.4322863978127878,-0.4180975095581611,0.1386011413626765,-0.41685574883725857,-0.2932775732319085,-0.651690441894658,0.09447392128454642,0.09447392128454642
-1.8072624132824386,kennametal inc,0000055242-25-000021,2.0411504282617026,Q2,10-Q,-0.3575632234332735,-0.34529215374912575,-0.4073293542609695,-0.26031776751940733,-0.29450318179942786,0.10045892203872596,0.19249959466741193,0.19249959466741193
-1.8063523141862714,kimberly clark corp,0000055785-25-000013,-0.4130265226899227,FY,10-K,0.8429846326618525,1.279826666602234,1.9961483141733212,-0.3786653206375242,-0.0608461876412581,1.805258144908254,0.4923270377813992,0.4923270377813992
-1.8043527778663309,kulicke & soffa industries inc,0000056978-25-000029,2.0411504282617026,Q1,10-Q,-0.4009781830614955,-0.3570411256968622,-0.446915446115475,-0.26993419650447853,-0.3143982780647237,0.09743828568647607,0.18741071273986182,0.18741071273986182
-1.8001626346979727,eli lilly & co,0000059478-25-000067,-0.4130265226899227,FY,10-K,3.0458493069879435,4.945948148491656,3.017936044725274,-0.9744538763806883,0.6738434999330257,-0.3154801050485891,0.4514538669931911,0.4514538669931911
-1.8000285501165851,lincoln national corp,0000059558-25-000023,-0.4130265226899227,FY,10-K,1.2406414947612314,0.7899672498887917,1.8294409786164012,0.8548944481275491,5.529652623547075,0.1340256339032595,0.1761336915708214,0.1761336915708214
-1.7991435918794279,loews corp,0000060086-25-000036,-0.4130265226899227,FY,10-K,1.1067273688259383,0.334125848224894,1.247369798203009,1.5852496781592456,0.9130183935202401,0.11012803200787656,0.19587035534322103,0.19587035534322103
-1.7955434208691745,marcus corp,0000062234-25-000006,-0.4130265226899227,FY,10-K,-0.3553384331579892,-0.37512595294757634,-0.38509267190625107,-0.35974605575216473,-0.3171625022951901,0.08792175350469045,0.13247814254613569,0.13247814254613569
-1.7937064621041663,maui land & pineapple co inc,0001437749-25-004460,-2.867203473641548,FY,10-K/A,-0.3948072385599214,-0.3634246062209093,-0.4652629012901128,-0.4168953310262988,-0.33325673513671167,0.1168137307738745,0.28897691948072385,0.28897691948072385
