Ticker,adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,AvgPrice_2023,AvgPrice_2024,Performance,Predicted Behavior
WSO,0001193125-24-044609,105016,WATSCO INC,US,FL,COCONUT GROVE,2024-02-23 16:53:00.0,10-K,20231231.0,2023.0,FY,369396000.0,797832000.0,303397000.0,973060000.0,5561000.0,571964000.0,536337000.0,97000000.0,22457000.0,1889237000.0,3488214000.0,0.2838907982428885,0.1537569082630824,0.1719680340436665,2.159828476756652,0.8463612558932522,5.529247422680412,0.0278079269219147,False,Low Risk,345.69224,462.2151587301588,Low Risk,Growth
DOV,0000029905-24-000008,29905,DOVER CORP,US,IL,DOWNERS GROVE,2024-02-09 16:32:00.0,10-K,20231231.0,2023.0,FY,1068144000.0,1432040000.0,,886690000.0,158628000.0,1115865000.0,1123818000.0,7907081000.0,,4286366000.0,1525449000.0,0.2621843305028082,0.7367129284558186,2.4574802374782694,1.340680657289654,-0.644116018090849,0.1421280495292763,5.183445005372189,False,Low Risk,143.54451999999998,179.6849603174603,Low Risk,Growth
MTDR,0001520006-24-000078,1520006,MATADOR RESOURCES CO,US,TX,DALLAS,2024-02-27 08:01:00.0,10-K,20231231.0,2023.0,FY,58848000.0,224860000.0,365848000.0,,,1867828000.0,846074000.0,1662981000.0,25600000.0,3910862000.0,7726996000.0,0.2163395179886173,0.1094958506514045,0.1103361593959845,3.8210304513322457,0.97577822996567,0.5087694928565029,0.2152170131833897,False,Low Risk,55.355,58.37353174603175,Low Risk,Growth
CEG,0001868275-24-000014,1868275,CONSTELLATION ENERGY CORP,US,MD,BALTIMORE,2024-02-27 11:57:00.0,10-K,20231231.0,2023.0,FY,17000000.0,1934000000.0,23000000.0,,26000000.0,-2353000000.0,1623000000.0,5851000000.0,178000000.0,10925000000.0,704000000.0,0.148558352402746,2.305397727272727,2.3624454148471616,113.76470588235294,-0.9355606407322654,0.2773884806016066,8.311079545454545,False,Low Risk,96.00636,199.16289682539684,Low Risk,Growth
PDEX,0001079973-24-000181,788920,PRO DEX INC,US,CA,IRVINE,2024-02-08 16:02:00.0,10-Q,20231231.0,2024.0,Q2,2909000.0,13169000.0,2846000.0,,,1102000.0,2752000.0,24526000.0,60000.0,18952000.0,51427000.0,0.1452089489235964,0.0535127462228012,0.0567212168679665,4.526985218288072,1.713539468130013,0.1122074533148495,0.476909016664398,False,Low Risk,16.992985196000003,25.11047619047619,Low Risk,Growth
RSG,0001060391-24-000142,1060391,"REPUBLIC SERVICES, INC.",US,AZ,PHOENIX,2024-02-28 21:49:00.0,10-K,20231231.0,2023.0,FY,1411500000.0,1768400000.0,,,42300000.0,2786700000.0,1487600000.0,229600000.0,22100000.0,10542300000.0,31410100000.0,0.1411077279151608,0.0473605623668819,0.0495889808191048,1.25285157633723,1.979435227606879,6.479094076655052,0.0073097506852891,False,Low Risk,143.61632,193.8140873015873,Low Risk,Growth
FCN,0000887936-24-000015,887936,"FTI CONSULTING, INC",US,DC,WASHINGTON,2024-02-22 07:30:00.0,10-K,20231231.0,2023.0,FY,20265000.0,1102142000.0,65231000.0,16760000.0,10800000.0,188794000.0,235514000.0,461354000.0,14148000.0,1681721000.0,2460339000.0,0.1400434435914161,0.0957242071112964,0.0965192039257825,54.38647915124599,0.4629888072991893,0.5104843569146469,0.1875164357432045,False,Low Risk,189.07804,210.899007936508,Low Risk,Growth
VSH,0000103730-24-000034,103730,VISHAY INTERTECHNOLOGY INC,US,PA,MALVERN,2024-02-16 06:16:00.0,10-K,20231231.0,2023.0,FY,191002000.0,426674000.0,,1352321000.0,8127000.0,457104000.0,297970000.0,1798291000.0,6323000.0,2196081000.0,496924000.0,0.1356826091569482,0.5996289170979868,0.9740064460875648,2.2338718966293545,-0.7737223718068686,0.1656962082332614,3.618845135272194,False,Low Risk,24.14848,20.784404761904764,High Risk,Growth
ROCK,0000912562-24-000012,912562,"GIBRALTAR INDUSTRIES, INC.",US,NY,BUFFALO,2024-02-21 08:56:00.0,10-K,20231231.0,2023.0,FY,92124000.0,217156000.0,73721000.0,,11239000.0,102691000.0,110533000.0,43300000.0,,825258000.0,515739000.0,0.1339375080277925,0.2143196461776208,0.2609279652514665,2.3572141895705787,-0.3750572548221283,2.552725173210161,0.0839571954031011,False,Low Risk,60.547160000000005,72.52539682539683,Low Risk,Growth
ADUS,0000950170-24-021284,1468328,ADDUS HOMECARE CORP,US,TX,FRISCO,2024-02-27 16:46:00.0,10-K,20231231.0,2023.0,FY,22092000.0,125501000.0,27507000.0,393208000.0,7100000.0,112247000.0,46025000.0,1900000.0,900000.0,380037000.0,937994000.0,0.1211066290913779,0.0490674780435695,0.0502510093874672,5.680834691290965,1.4681649418346108,24.223684210526315,0.0020255993108697,False,Low Risk,93.91304,113.5465873015873,Low Risk,Growth
XYL,0001524472-24-000006,1524472,XYLEM INC.,US,DC,WASHINGTON,2024-02-28 14:28:00.0,10-K,20231231.0,2023.0,FY,723000000.0,1096000000.0,867000000.0,2134000000.0,127000000.0,538000000.0,355000000.0,2967000000.0,60000000.0,3494000000.0,7952000000.0,0.1016027475672581,0.0446428571428571,0.0491077604094618,1.515905947441217,1.2759015455065827,0.119649477586788,0.3731136820925553,False,Low Risk,103.26864000000002,129.34710317460318,Low Risk,Growth
ANSS,0001013462-24-000007,1013462,ANSYS INC,US,PA,CANONSBURG,2024-02-21 16:35:00.0,10-K,20231231.0,2023.0,FY,22772000.0,864526000.0,156408000.0,,15213000.0,717122000.0,500412000.0,328154000.0,64938000.0,5283342000.0,7322875000.0,0.0947150496787828,0.0683354556782684,0.0685486218482122,37.96443000175654,0.3860308494131176,1.5249303680588993,0.0448121810081422,False,Low Risk,302.9288,329.7459126984127,Low Risk,Growth
GHC,0000104889-24-000010,104889,GRAHAM HOLDINGS CO,US,VA,ARLINGTON,2024-02-23 16:17:00.0,10-K,20231231.0,2023.0,FY,154484000.0,504784000.0,,,50039000.0,202526000.0,352075000.0,358928000.0,1000000.0,3731383000.0,716652000.0,0.0943550956843615,0.4912774959115442,0.6262807559306115,3.2675487429118872,-0.8079393082940025,0.9809070342798556,0.5008400171910495,False,Low Risk,600.6848400000001,770.9809920634921,Low Risk,Growth
NI,0001111711-24-000011,1111711,NISOURCE INC.,US,IN,MERRILLVILLE,2024-02-21 07:10:00.0,10-K,20231231.0,2023.0,FY,749400000.0,862000000.0,,7375300000.0,,1217900000.0,714300000.0,1831700000.0,23900000.0,7575400000.0,1433400000.0,0.0942920505847876,0.4983256592716618,1.044298245614035,1.1502535361622632,-0.8107822689230931,0.3899656057214609,1.27787079670713,False,Low Risk,26.95508,30.63793650793651,Low Risk,Growth
ESP,0001174947-24-000207,33533,ESPEY MFG & ELECTRONICS CORP,US,NY,SARATOGA SPRINGS,2024-02-12 16:48:00.0,10-Q,20231231.0,2024.0,Q2,1212375.0,5755282.0,,23448890.0,,5939155.0,1914308.0,14642694.0,10290.0,20594165.0,47501523.0,0.092953902233958,0.0402999289096478,0.0413554382119973,4.747113723064233,1.306552511354551,0.130734685844012,0.3082573584009085,False,Low Risk,17.545840000000002,24.7318253968254,Low Risk,Growth
ED,0001047862-24-000012,1047862,CONSOLIDATED EDISON INC,US,NY,NEW YORK,2024-02-15 16:55:00.0,10-K,20231231.0,2023.0,FY,17000000.0,146000000.0,,,71000000.0,3935000000.0,1346000000.0,1318000000.0,64000000.0,16312000000.0,2647000000.0,0.0825159391858754,0.5085001888930865,0.511787072243346,8.588235294117647,-0.8377268268759196,1.0212443095599393,0.4979221760483566,False,Low Risk,92.40092,95.01551587301589,High Risk,Growth
RBC,0001213900-24-011662,1324948,RBC BEARINGS INC,US,CT,OXFORD,2024-02-08 16:58:00.0,10-Q,20231231.0,2024.0,Q3,123700000.0,239600000.0,39600000.0,,17700000.0,149300000.0,148300000.0,377000000.0,,2535900000.0,4690400000.0,0.0584802239835955,0.031617772471431,0.032474215516675,1.936944219886823,0.8495997476241177,0.393368700265252,0.0803769401330377,False,Low Risk,229.8462,283.78039682539685,Low Risk,Growth
ELMD,0000897101-24-000070,1488917,"ELECTROMED, INC.",US,MN,NEW PRAGUE,2024-02-13 16:11:00.0,10-Q,20231231.0,2024.0,Q2,1372000.0,24130000.0,,,47000.0,-330000.0,1058000.0,13689000.0,,18343000.0,45806000.0,0.0576786785149648,0.0230974108195432,0.0238105954899401,17.58746355685131,1.4971923894673718,0.0772883336985901,0.2988473125791381,False,Low Risk,10.8752892,17.859444444444446,Low Risk,Growth
FDP,0001047340-24-000017,1047340,FRESH DEL MONTE PRODUCE INC,US,FL,CORAL GABLES,2024-02-26 16:40:00.0,10-K,20231231.0,2023.0,FY,15300000.0,373500000.0,37300000.0,548100000.0,7800000.0,128500000.0,98600000.0,94400000.0,6900000.0,1896300000.0,250400000.0,0.0519959921953277,0.3937699680511182,0.4193960017014037,24.41176470588235,-0.8679533829035491,1.0444915254237288,0.3769968051118211,False,Low Risk,26.84116,26.90833333333333,High Risk,Growth
WLK,0001262823-24-000014,1262823,WESTLAKE CORP,US,TX,HOUSTON,2024-02-21 17:40:00.0,10-K,20231231.0,2023.0,FY,4000000.0,1393000000.0,1614000000.0,601000000.0,155000000.0,3395000000.0,479000000.0,149000000.0,40000000.0,10241000000.0,1550000000.0,0.0467727760960843,0.3090322580645161,0.3098318240620957,348.25,-0.8486475930084952,3.214765100671141,0.0961290322580645,False,Low Risk,121.32408,142.0581349206349,Low Risk,Growth
