adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,Ticker,AvgPrice_2020,AvgPrice_2021,Performance
0000002969-21-000012,2969,AIR PRODUCTS & CHEMICALS INC /DE/,US,PA,ALLENTOWN,2021-02-04 11:43:00.0,10-Q,20201231.0,2021.0,Q1,,1419700000.0,,1083000000.0,,667000000.0,482000000.0,2375200000.0,9500000.0,12683600000.0,26088100000.0,0.0380018291336844,0.0184758568082765,,,1.056837175565297,0.2029302795554058,0.0910453425124865,True,High Risk,APD,256.70754940711464,283.9978968253968,Low Risk
0000003499-21-000005,3499,ALEXANDERS INC,US,NJ,PARAMUS,2021-02-16 08:14:00.0,10-K,20201231.0,2020.0,FY,,,,,,73538000.0,41939000.0,199142000.0,,343955000.0,1265511000.0,0.1219316480353534,0.0331399727066773,,,2.679292349289878,0.2105984674252543,0.1573609395730262,True,High Risk,ALX,274.6322134387352,272.43547619047615,High Risk
0000003570-21-000039,3570,CHENIERE ENERGY INC,US,TX,HOUSTON,2021-02-23 19:38:00.0,10-K,20201231.0,2020.0,FY,35000000.0,482000000.0,1175000000.0,,,1265000000.0,-85000000.0,9358000000.0,110000000.0,-191000000.0,35697000000.0,0.4450261780104712,-0.0023811524777992,-0.0023834894285233,13.771428571428572,-187.8952879581152,-0.0090831374225261,0.2621508810264167,True,High Risk,LNG,49.82750988142293,85.60599206349205,Low Risk
0000004281-21-000049,4281,HOWMET AEROSPACE INC.,US,PA,PITTSBURGH,2021-02-16 16:44:00.0,10-K,20201231.0,2020.0,FY,976000000.0,328000000.0,,,40000000.0,217000000.0,261000000.0,,,3577000000.0,9535000000.0,0.072966172770478,0.0273728369166229,0.0304942166140904,0.3360655737704918,1.6656415991053957,,,True,High Risk,HWM,19.771264822134388,31.310555555555553,Low Risk
0000004457-21-000019,4457,AMERCO /NV/,US,NV,RENO,2021-02-03 16:02:00.0,10-Q,20201231.0,2021.0,Q3,,,,,,952981000.0,537076000.0,1169982000.0,,4757155000.0,14447305000.0,0.112898570679324,0.0371748225707147,,,2.0369632690126767,0.459046378491293,0.0809827161536355,True,High Risk,UHAL,34.26950197628458,61.734299603174605,Low Risk
0000004904-21-000010,4904,AMERICAN ELECTRIC POWER CO INC,US,OH,COLUMBUS,2021-02-25 08:28:00.0,10-K,20201231.0,2020.0,FY,1709700000.0,1842700000.0,,,,3832900000.0,,14918500000.0,53800000.0,20550900000.0,80757200000.0,,,,1.0777914253962684,2.929618654170864,,0.1847327544788576,True,High Risk,AEP,86.28660079051383,84.63003968253969,High Risk
0000004962-21-000013,4962,AMERICAN EXPRESS CO,US,NY,NEW YORK,2021-02-12 14:27:00.0,10-K,20201231.0,2020.0,FY,,,,,54000000.0,8930000000.0,257000000.0,,247000000.0,18261000000.0,191000000000.0,0.0140737089973166,0.0013455497382198,,,9.4594490991731,,,True,High Risk,AXP,104.3415415019763,156.90920634920633,Low Risk
0000004969-21-000009,4969,AMERICAN EXPRESS CREDIT CORP,US,NY,NEW YORK,2021-02-25 12:21:00.0,10-K,20201231.0,2020.0,FY,,,,,,941000000.0,201000000.0,830000000.0,,1871000000.0,24308000000.0,0.1074291822554783,0.0082688826723712,,,11.991982896846606,0.2421686746987952,0.034145137403324,True,High Risk,,,,
0000004977-21-000047,4977,AFLAC INC,US,GA,COLUMBUS,2021-02-23 17:13:00.0,10-K,20201231.0,2020.0,FY,,,,2410000000.0,,6014000000.0,4778000000.0,22147000000.0,,33559000000.0,165086000000.0,0.142376113710182,0.028942490580667,,,3.91927649810781,0.2157402808506795,0.1341543195667712,True,High Risk,AFL,39.763320158102765,53.36238095238095,Low Risk
0000005513-21-000015,5513,UNUM GROUP,US,TN,CHATTANOOGA,2021-02-17 13:17:00.0,10-K,20201231.0,2020.0,FY,,,,2376200000.0,,597500000.0,793000000.0,4273500000.0,5600000.0,10871000000.0,70625800000.0,0.0729463710790175,0.0112281913974779,,,5.4967160334835805,0.1855621855621855,0.0605090491010367,True,High Risk,UNM,19.553280632411067,26.854166666666668,Low Risk
0000006201-21-000014,6201,AMERICAN AIRLINES GROUP INC.,US,TX,FORT WORTH,2021-02-17 17:18:00.0,10-K,20201231.0,2020.0,FY,1196000000.0,,,6894000000.0,41000000.0,-6543000000.0,-8885000000.0,,91000000.0,-780000000.0,62008000000.0,11.39102564102564,-0.143287962843504,-0.1461060317042689,,-80.49743589743589,,,True,High Risk,AAL,15.280276679841897,20.343214285714286,Low Risk
0000006281-21-000022,6281,ANALOG DEVICES INC,US,MA,WILMINGTON,2021-02-17 08:05:00.0,10-Q,20210131.0,2021.0,Q1,227273000.0,737536000.0,955633000.0,4949586000.0,144069000.0,349648000.0,388519000.0,,17605000.0,11997945000.0,21468603000.0,0.0323821287728856,0.0180970787898961,0.0182907096683682,3.245154505814593,0.7893566773309929,,,True,High Risk,ADI,117.30320158102766,164.8708333333333,Low Risk
0000006951-21-000013,6951,APPLIED MATERIALS INC /DE,US,CA,SANTA CLARA,2021-02-25 15:51:00.0,10-Q,20210131.0,2021.0,Q1,1124000000.0,3045000000.0,,7869000000.0,13000000.0,987000000.0,1130000000.0,5162000000.0,107000000.0,8214000000.0,23305000000.0,0.1375700024348673,0.0484874490452692,0.0509445020513051,2.7090747330960854,1.8372291210129048,0.218907400232468,0.2214975327183008,False,Low Risk,AMAT,61.83505928853755,131.51373015873017,Low Risk
0000007084-21-000008,7084,ARCHER-DANIELS-MIDLAND CO,US,IL,CHICAGO,2021-02-18 16:02:00.0,10-K,20201231.0,2020.0,FY,3746000000.0,2793000000.0,926000000.0,,173000000.0,-4784000000.0,1772000000.0,-7061000000.0,151000000.0,,49719000000.0,,0.0356402984774432,0.0385443629956713,0.7455953016550988,,-0.2509559552471321,-0.1420181419578028,True,High Risk,ADM,42.90229249011857,60.784841269841266,Low Risk
0000007789-21-000018,7789,ASSOCIATED BANC-CORP,US,WI,GREEN BAY,2021-02-09 16:21:00.0,10-K,20201231.0,2020.0,FY,,,,1720329000.0,10192000.0,550020000.0,306771000.0,1277012000.0,4000000.0,4090933000.0,33419783000.0,0.0749880284033006,0.0091793235162538,,,7.169232544263131,0.2402256204326975,0.0382112594806495,True,High Risk,ASB,14.974703557312255,21.324682539682538,Low Risk
0000008670-21-000007,8670,AUTOMATIC DATA PROCESSING INC,US,NJ,ROSELAND,2021-02-01 15:26:00.0,10-Q,20201231.0,2021.0,Q2,102000000.0,2509800000.0,1778100000.0,1407600000.0,80800000.0,1130900000.0,1249600000.0,,36200000.0,5399900000.0,49325900000.0,0.2314116928091261,0.0253335468790229,0.0253860421461932,24.605882352941176,8.134595085094169,,,True,High Risk,ADP,152.14561264822132,200.40603174603177,Low Risk
0000009984-21-000063,9984,BARNES GROUP INC,US,CT,BRISTOL,2021-02-22 17:15:00.0,10-K,20201231.0,2020.0,FY,112428000.0,,178560000.0,501531000.0,41066000.0,237199000.0,166186000.0,,10300000.0,1382677000.0,2676200000.0,0.1201914836219883,0.062097750541813,0.0648208967100038,,0.9355207326078324,,,True,High Risk,,,,
0000010048-21-000007,10048,BARNWELL INDUSTRIES INC,US,HI,HONOLULU,2021-02-16 14:22:00.0,10-Q,20201231.0,2021.0,Q1,2104000.0,1625000.0,,1350000.0,,-1366000.0,584000.0,0.0,,-2045000.0,15182000.0,-0.2855745721271394,0.038466605190357,0.0446551460467961,0.7723384030418251,-8.4239608801956,,0.0,True,High Risk,BRN,0.8564031620553361,2.681626984126984,Low Risk
0000010795-21-000029,10795,BECTON DICKINSON & CO,US,NJ,FRANKLIN LAKES,2021-02-04 16:10:00.0,10-Q,20201231.0,2021.0,Q1,,2370000000.0,,19301000000.0,348000000.0,713000000.0,1003000000.0,4225000000.0,,23765000000.0,54012000000.0,0.0422049232063959,0.018569947419092,,,1.2727540500736376,0.237396449704142,0.0782233577723468,True,High Risk,BDX,241.50699604743082,242.04190476190476,High Risk
0000011544-21-000013,11544,BERKLEY W R CORP,US,CT,GREENWICH,2021-02-18 17:22:00.0,10-K,20201231.0,2020.0,FY,,,,1056042000.0,,620199000.0,640749000.0,7691651000.0,,6074939000.0,28606913000.0,0.1054741455017079,0.0223983971986072,,,3.709004156255725,0.083304481703603,0.2688738557704566,True,High Risk,WRB,27.636205533596836,33.499920634920635,Low Risk
