Ticker,adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,AvgPrice_2020,AvgPrice_2021,Performance,Predicted Behavior
VERU,0000863894-21-000003,863894,VERU INC.,US,FL,MIAMI,2021-02-10 13:28:00.0,10-Q,20201231.0,2021.0,Q1,2812673.0,5227237.0,,,79000.0,-2510502.0,17227701.0,6491154.0,16212.0,32333136.0,51543675.0,0.5328187466876086,0.3342350152564791,0.353526508648437,1.858458839687372,0.5941440075593039,2.654027465686379,0.1259350250054929,False,Low Risk,3.5573517786561264,9.210674603174605,Low Risk,Growth
SPRS,0001213900-21-011934,747540,SURGE COMPONENTS INC,US,NY,DEER PARK,2021-02-26 09:01:00.0,10-K,20201130.0,2020.0,FY,3344182.0,6455263.0,581201.0,16666465.0,,1028948.0,2034855.0,4214031.0,,6689834.0,13278367.0,0.3041712245774708,0.1532458772980141,0.2048336124201431,1.9302965568261536,0.9848574717997488,0.482876134513486,0.3173606362890858,False,Low Risk,1.6396442687747037,2.890793650793651,Low Risk,Growth
LECO,0000059527-21-000008,59527,LINCOLN ELECTRIC HOLDINGS INC,US,OH,CLEVELAND,2021-02-19 15:55:00.0,10-K,20201231.0,2020.0,FY,273002000.0,373487000.0,,409958000.0,20363000.0,329152000.0,206115000.0,3028674000.0,15388000.0,789271000.0,2314453000.0,0.2611460448945926,0.0890555997464627,0.1009649509099165,1.3680742265624428,1.932393309775729,0.0680545347567945,1.308591706118033,False,Low Risk,91.71739130434784,130.85472222222222,Low Risk,Growth
SEIC,0000350894-21-000010,350894,SEI INVESTMENTS CO,US,PA,OAKS,2021-02-22 13:38:00.0,10-K,20201231.0,2020.0,FY,7766000.0,385219000.0,299845000.0,1190001000.0,3683000.0,488682000.0,447286000.0,391648000.0,27014000.0,1739907000.0,2167256000.0,0.2570746597375606,0.2063835559804656,0.2071257565443692,49.60327066701005,0.2456160013150128,1.1420612386632896,0.1807114618669875,False,Low Risk,54.77312252964426,61.00253968253968,Low Risk,Growth
EXPO,0001564590-21-009433,851520,EXPONENT INC,US,CA,MENLO PARK,2021-02-26 16:16:00.0,10-K,20201231.0,2020.0,FY,4644000.0,111565000.0,13048000.0,265328000.0,,91188000.0,72254000.0,399900000.0,897000.0,289088000.0,563411000.0,0.2499377352224928,0.1282438575036696,0.1293097122772103,24.02347114556417,0.9489255866725704,0.1806801700425106,0.7097837990383574,False,Low Risk,76.00932806324111,103.35464285714286,Low Risk,Growth
INGN,0001564590-21-008106,1294133,INOGEN INC,US,CA,GOLETA,2021-02-24 16:18:00.0,10-K,20201231.0,2020.0,FY,16399000.0,29717000.0,,273521000.0,9004000.0,59977000.0,51845000.0,88489000.0,8203000.0,227041000.0,461852000.0,0.2283508265027021,0.1122545750586768,0.1163871384859906,1.812122690407952,1.034222893662378,0.5858920317779611,0.1915960091111438,False,Low Risk,38.94926877470356,52.74761904761905,Low Risk,Growth
CXT,0001628280-21-002871,25445,CRANE CO /DE/,US,CT,STAMFORD,2021-02-23 17:28:00.0,10-K,20201231.0,2020.0,FY,311100000.0,555100000.0,378200000.0,,44500000.0,413800000.0,335600000.0,3345500000.0,5900000.0,1473700000.0,4042700000.0,0.2277261315057338,0.0830138273925841,0.0899346124986601,1.7843137254901962,1.7432313225215443,0.1003138544313256,0.8275409998268484,False,Low Risk,21.52205533596838,32.624920634920635,Low Risk,Growth
SAM,0001564590-21-006397,949870,BOSTON BEER CO INC,US,MA,BOSTON,2021-02-17 16:37:00.0,10-K,20201231.0,2020.0,FY,76374000.0,78358000.0,,599737000.0,253000.0,163447000.0,92663000.0,460937000.0,,423523000.0,1054057000.0,0.2187909511407881,0.0879108055826203,0.094778164292516,1.0259774268730195,1.4887833718593797,0.2010318112887444,0.4372979829364066,False,Low Risk,654.0491304347827,833.9522619047618,Low Risk,Growth
FSS,0000277509-21-000005,277509,FEDERAL SIGNAL CORP /DE/,US,IL,OAK BROOK,2021-02-25 13:16:00.0,10-K,20201231.0,2020.0,FY,65000000.0,127000000.0,,240800000.0,9600000.0,92800000.0,96200000.0,1130800000.0,2500000.0,457400000.0,1208800000.0,0.2103191954525579,0.079583057577763,0.0841056128693827,1.9538461538461536,1.6427634455618714,0.0850725150336045,0.9354731965585704,False,Low Risk,30.47122529644269,40.04238095238095,Low Risk,Growth
MGLD,0001437749-21-002927,1005101,CONCIERGE TECHNOLOGIES INC,US,CA,SAN CLEMENTE,2021-02-16 10:13:00.0,10-Q,20201231.0,2021.0,Q2,1363672.0,1535480.0,,,85085.0,56843.0,3571222.0,9961822.0,114292.0,17193330.0,29697577.0,0.2077097339491535,0.1202529755205281,0.1260405863575811,1.125989240814507,0.7272731344073545,0.3584908463532072,0.3354422483692861,False,Low Risk,,,,Growth
TER,0001193125-21-050735,97210,"TERADYNE, INC",US,MA,NORTH READING,2021-02-22 16:05:00.0,10-K,20201231.0,2020.0,FY,133663000.0,497506000.0,,1765323000.0,9891000.0,868935000.0,451779000.0,3121469000.0,44906000.0,2207018000.0,3652346000.0,0.2047010944178978,0.1236955644399517,0.1283943452706595,3.72209212721546,0.654878211233438,0.1447328165040242,0.8546476702919165,False,Low Risk,79.5407114624506,128.99198412698414,Low Risk,Growth
POWI,0000833640-21-000025,833640,POWER INTEGRATIONS INC,US,CA,SAN JOSE,2021-02-05 16:46:00.0,10-K,20201231.0,2020.0,FY,34712000.0,35910000.0,,152117000.0,5267000.0,83964000.0,69984000.0,415955000.0,30912000.0,351408000.0,803896000.0,0.1991531211583117,0.0870560370993262,0.0909847318716978,1.0345125604978105,1.2876428538906342,0.168248969239461,0.5174238956282903,False,Low Risk,56.66509881422925,90.79646825396826,Low Risk,Growth
ANSS,0001013462-21-000009,1013462,ANSYS INC,US,PA,CANONSBURG,2021-02-24 16:19:00.0,10-K,20201231.0,2020.0,FY,14298000.0,537564000.0,154310000.0,,16599000.0,484988000.0,419375000.0,1681297000.0,145615000.0,2245831000.0,5940590000.0,0.1867348878878241,0.0705948399064739,0.0707651597322575,37.59714645404952,1.6451634161252562,0.2494354061180148,0.2830185217293232,False,Low Risk,293.38416996047425,361.7831746031746,Low Risk,Growth
FCN,0000887936-21-000013,887936,"FTI CONSULTING, INC",US,DC,WASHINGTON,2021-02-25 16:43:00.0,10-K,20201231.0,2020.0,FY,18346000.0,711357000.0,65082000.0,0.0,10400000.0,230672000.0,210682000.0,2461275000.0,17995000.0,1191971000.0,2777363000.0,0.1767509444441181,0.0758568469443857,0.0763612547512393,38.77450125367928,1.3300592044605113,0.0855987242384536,0.8861913260888116,False,Low Risk,114.9704743083004,136.1570634920635,Low Risk,Growth
HALO,0001159036-21-000014,1159036,"HALOZYME THERAPEUTICS, INC.",US,CA,SAN DIEGO,2021-02-23 16:13:00.0,10-K,20201231.0,2020.0,FY,6434000.0,59442000.0,55649000.0,695066000.0,,-49500000.0,36207000.0,25354000.0,35696000.0,208366000.0,565874000.0,0.1737663534357812,0.0639842084987117,0.0647200772200772,9.238731737643768,1.7157693673631975,1.428058688964266,0.0448050272675542,False,Low Risk,26.40596837944664,42.21511904761904,Low Risk,Growth
